order_id,ship_date,carrier,origin_city,origin_country,destination_city,destination_country,service_level,customer_segment,weight_kg,freight_cost,currency,transit_days,promised_days,status
ORD-102751,2025-04-14,MERIDIAN EXPRESS,Gothenburg,SE,Copenhagen,DK,Express,Retail,27.0,119.92,EUR,1.0,2,Delivered
ORD-104039,2025-09-22,Hanseatic Line,Gothenburg,SE,Amsterdam,NL,Standard,Retail,31.39,73.27,EUR,4.0,4,Delivered
ORD-104178,"Nov 08, 2025", Meridian Express,Hamburg,DE,Geneva,CH,Economy,Wholesale,5.59,44.16,USD,6.0,7,Delivered
ORD-100162,2025-10-13,Baltica Log.,Milan,IT,Amsterdam,NL,Express,Wholesale,18.17,96.77,EUR,2.0,2,Delivered
ORD-104625,2025-09-29 00:00:00, Nordfrakt ,Gothenburg,SE,Warsaw,PL,Economy,Wholesale,20.4,51.69,USD,5.0,7,Delivered
ORD-101382,2025-09-08,Nordfrakt,Rotterdam,NL,Krakow,PL,Standard,E-Commerce,49.45,115.99,EUR,4.0,4,Delivered
ORD-104647,"Apr 14, 2025",vantage freight,Hamburg,DE,Manchester,GB,Standard,Wholesale,40.86,112.29,EUR,4.0,4,Delivered
ORD-104103,10/03/2025,Nordfrakt AB,Gothenburg,SE,Krakow,PL,Express,Industrial,13.62,,EUR,3.0,2,Delayed
ORD-100934,2025-10-30 00:00:00,Baltica Logistics A/S,Rotterdam,NL,Aarhus,DK,Standard,Retail,20.79,52.68,EUR,3.0,4,Delivered
ORD-102794,2025-04-08,Meridian Expr,Barcelona,ES,Malmo,SE,Economy,Industrial,29.14,,EUR,3.0,7,Delivered
ORD-103631,"Dec 25, 2025",Meridian Expr,Rotterdam,NL,Rome,IT,Standard,E-Commerce,62.8,152.94,EUR,5.0,4,DELAYED
ORD-103319,2025-03-20 00:00:00,nordfrakt,Hamburg,DE,Bergen,NO,Economy,Wholesale,59.52,81.17,EUR,3.0,7,Delivered
ORD-103099,2025-07-28 00:00:00,Nordfrakt,Gothenburg,SE,Bergen,NO,Standard,E-Commerce,27.81,90.6,USD,3.0,4,Delivered
ORD-100961,2025-10-13 00:00:00,Nordfrakt,Barcelona,ES,Paris,FR,Economy,Wholesale,56.86,83.73,EUR,5.0,7,Delivered
ORD-101178,2025-07-21 00:00:00, Meridian Express,Hamburg,DE,Malmo,SE,Express,Wholesale,23.85,122.68,EUR,1.0,2,Delivered
ORD-102608,15/12/2025,Vantage,Gothenburg,SE,Rome,IT,Standard,Retail,10.43,66.23,USD,4.0,4,Delivered
ORD-103419,2025-08-04,Hanseatic Line,Hamburg,DE,Valencia,ES,Standard,Wholesale,31.94,87.73,USD,6.0,4,DELAYED
ORD-101953,2025-11-11 00:00:00,MERIDIAN EXPRESS,Gothenburg,SE,Cologne,DE,Standard,Retail,25.15,66.9,EUR,3.0,4,DELIVERED
ORD-100313,"Aug 04, 2025",Baltica Log.,Milan,IT,Gothenburg,SE,Economy,Industrial,18.42,33.31,EUR,4.0,7,Delivered
ORD-101781,2025-09-03 00:00:00,Vantage Freight Ltd,Rotterdam,NL,Stockholm,SE,Economy,Industrial,25.96,43.84,EUR,4.0,7,Delivered
ORD-103498,"May 07, 2025",Kestrel Parcels AB,Hamburg,DE,Cologne,DE,Economy,Wholesale,56.88,76.63,EUR,,7,Cancelled
ORD-101955,2025-10-06,Baltica Logistics A/S,Barcelona,ES,Amsterdam,NL,Standard,Wholesale,33.72,96.22,USD,3.0,4,Delivered
ORD-103271,2025-10-13,Nordfrakt,Rotterdam,NL, Aarhus ,DK,Economy,Wholesale,6.49,32.24,EUR,4.0,7,Delivered
ORD-104362,"Nov 28, 2025",Nordfrakt AB,Rotterdam,NL,Brno,CZ,Standard,Retail,13.41,60.53,USD,5.0,4,Delayed
ORD-101436,2025-10-21,Vantage,Rotterdam,NL,Vienna,AT,Standard,E-Commerce,6.81,43.0,EUR,3.0,4,Delivered
ORD-104768,2025-05-02,Vantage,Gothenburg,SE,Berlin,DE,Express,Wholesale,43.6,212.96,USD,2.0,2,Delivered
ORD-104369,15/12/2025,KESTREL PARCEL,Hamburg,DE,Copenhagen,DK,Economy,Wholesale,29.28,53.0,EUR,4.0,7,Delivered
ORD-100541,2025-03-31 00:00:00,Kestrel Parcels AB,Rotterdam,NL,Warsaw,PL,Economy,Retail,9.26,43.82,EUR,7.0,7,Delivered
ORD-100533,2025-08-04, Nordfrakt ,Milan,IT,Vienna,AT,Economy,Industrial,31.83,44.79,EUR,5.0,7,Delivered
ORD-101788,"Nov 17, 2025",Meridian Expr,Gothenburg,SE,Krakow,PL,Standard,Retail,13.14,638.47,SEK,4.0,4,Delivered
ORD-101729,2025-04-28,Vantage Freight,Milan,IT,Aarhus,DK,Standard,Retail,27.71,56.63,EUR,3.0,4,Delivered
ORD-103055,2025-11-18 00:00:00,Baltica Logistics A/S,Hamburg,DE,Vienna,AT,Standard,Retail,64.25,,SEK,4.0,4,Delivered
ORD-104765,"May 22, 2025",vantage freight,Gothenburg,SE,Zurich,CH,Standard,E-Commerce,24.75,67.59,EUR,5.0,4,Delayed
ORD-103497,2025-11-17,Kestrel Parcel,Gothenburg,SE,Graz,AT,Standard,E-Commerce,17.37,71.46,EUR,5.0,4,Delayed
ORD-104526,11/03/2025,Meridian Express,Milan,IT,Geneva,CH,Express,E-Commerce,55.93,163.29,EUR,2.0,2,Delivered
ORD-104092,18/09/2025,Nordfrakt AB,Rotterdam,NL,Rome,IT,Express,Retail,24.4,165.58,EUR,2.0,2,Delivered
ORD-100147,"Jul 07, 2025",HANSEATIC,Milan,IT,Lyon,FR,Standard,Wholesale,13.55,62.24,EUR,5.0,4,Delayed
ORD-104525,2025-11-07,baltica,Milan,IT,Frankfurt,DE,Standard,Wholesale,62.15,111.2,EUR,,4,Delivered
ORD-103671,22/04/2025,Vantage,Gothenburg,SE,Amsterdam,NL,Standard,E-Commerce,27.34,61.73,EUR,3.0,4,Delivered
ORD-100362,2025-07-01 00:00:00,Nordfrakt AB,Milan,IT,Krakow,PL,Standard,Industrial,41.25,106.16,EUR,3.0,4,Delivered
ORD-103632,2025-03-21 00:00:00,Vantage Freight,Rotterdam,NL,Paris,FR,Standard,E-Commerce,19.73,68.25,USD,3.0,4,Delivered
ORD-102281,10/09/2025,Baltica Logistics,Gothenburg,SE,Frankfurt,DE,Express,Wholesale,33.75,165.1,EUR,2.0,2,Delivered
ORD-103596,03/09/2025,Vantage,Rotterdam,NL,Geneva,CH,Standard,E-Commerce,12.73,61.38,EUR,3.0,4,Delivered
ORD-103451,"Mar 31, 2025",KESTREL PARCEL,Milan,IT,Amsterdam,NL,Economy,E-Commerce,51.45,,EUR,3.0,7,Delivered
ORD-101514,2025-07-14 00:00:00,kestrel,Gothenburg,SE,Madrid,ES,Standard,E-Commerce,13.71,80.78,USD,5.0,4,Delayed
ORD-102297,"Nov 25, 2025", Meridian Express,Gothenburg,SE,Copenhagen,DK,Standard,E-Commerce,28.21,73.14,EUR,2.0,4,Delivered
ORD-103310,2025-12-07,nordfrakt,Gothenburg,SE,Krakow,PL,Express,Industrial,14.15,1493.82,SEK,2.0,2,Delivered
ORD-101334,"Dec 18, 2025",Vantage Freight,Milan,IT,Bergen,NO,Standard,Wholesale,12.58,62.95,EUR,3.0,4,Delivered
ORD-102746,2025-07-02, Nordfrakt ,Rotterdam,NL,Gdansk,PL,Express,E-Commerce,20.54,91.52,EUR,2.0,2,Delivered
ORD-103219,"Oct 24, 2025",Vantage,Milan,IT,Valencia,ES,Standard,Retail,28.28,94.9,EUR,3.0,4,Delivered
ORD-102228,2025-08-07 00:00:00,Vantage,Rotterdam,NL,Cologne,DE,Standard,Retail,16.41,56.35,EUR,3.0,4,Delivered
ORD-103138,2025-11-13 00:00:00,Vantage,Barcelona,ES,Turin,IT,Express,Wholesale,20.48,142.87,EUR,3.0,2,Delayed
ORD-104701,"Mar 31, 2025",KESTREL PARCEL,Rotterdam,NL,Aarhus,DK,Express,Retail,25.12,138.06,EUR,2.0,2,Delivered
ORD-104837,2025-04-07 00:00:00, Nordfrakt ,Gothenburg,SE,Rome,IT,Standard,Retail,14.35,74.32,USD,4.0,4,Delivered
ORD-100662,2025-03-20,baltica,Gothenburg,SE,Madrid,ES,Standard,Wholesale,20.98,73.03,EUR,6.0,4,Delayed
ORD-103091,2025-10-02,MERIDIAN EXPRESS,Hamburg,DE,Graz,AT,Standard,Industrial,11.79,55.45,EUR,4.0,4,Delivered
ORD-104055,"Sep 24, 2025",Baltica Log.,Rotterdam,NL,Geneva,CH,Economy,Wholesale,66.67,100.62,USD,5.0,7,Delivered
ORD-102565,2025-10-23,Meridian Expr,Gothenburg,SE,Eindhoven,NL,Standard,E-Commerce,12.07,45.39,USD,3.0,4,Delivered
ORD-102129,2025-08-25,vantage freight,Milan,IT,Malmo,SE,Standard,Retail,18.84,59.27,EUR,2.0,4,Delivered
ORD-101229,"Aug 06, 2025",hanseatic line,Milan,IT,Bergen,NO,Express,Retail,13.6,82.55,EUR,3.0,2,Delayed
ORD-102614,"Apr 28, 2025", Meridian Express,Milan,IT,Brno,CZ,Express,E-Commerce,40.23,138.34,EUR,2.0,2,DELIVERED
ORD-104097,"May 20, 2025",Baltica Log.,Milan,IT,Prague,CZ,Standard,E-Commerce,10.52,55.83,USD,3.0,4,Delivered
ORD-102722,02/05/2025,hanseatic line,Gothenburg,SE,London,GB,Express,Retail,65.69,289.77,USD,5.0,2,Delayed
ORD-103694,2025-10-06 00:00:00,kestrel,Gothenburg,SE,Copenhagen,DK,Economy,E-Commerce,3.77,29.05,EUR,5.0,7,Delivered
ORD-101858,2025-12-13 00:00:00,Kestrel Parcels AB,Gothenburg,SE,Eindhoven,NL,Express,Wholesale,30.19,175.06,EUR,2.0,2,Delivered
ORD-103293,2025-08-06 00:00:00, Nordfrakt ,Gothenburg,SE,Manchester,GB,Express,E-Commerce,12.88,106.43,EUR,3.0,2,Delayed
ORD-104024,"Nov 05, 2025",Baltica Logistics,Rotterdam,NL,Prague,CZ,Standard,Industrial,72.93,168.03,USD,5.0,4,Delayed
ORD-103368,2025-10-19 00:00:00, Meridian Express,Gothenburg,SE,Amsterdam,NL,Standard,Wholesale,91.63,187.32,USD,2.0,4,Delivered
ORD-104323,2025-07-24,vantage freight,Gothenburg,SE, Malmo ,SE,Standard,Wholesale,21.77,72.55,EUR,2.0,4,Delivered
ORD-101042,14/10/2025,Nordfrakt,Milan,IT,Berlin,DE,Express,Wholesale,7.1,98.1,EUR,2.0,2,Delivered
ORD-104615,"Oct 23, 2025",nordfrakt,Rotterdam,NL,Copenhagen,DK,Express,Industrial,47.44,217.6,EUR,2.0,2,Delivered
ORD-102410,2025-12-17,Baltica Logistics,Rotterdam,NL,Cologne,DE,Economy,Retail,2.39,30.26,EUR,5.0,7,Delivered
ORD-100009,21/04/2025,HANSEATIC,Gothenburg,SE,Gothenburg,SE,Express,E-Commerce,11.21,75.47,EUR,1.0,2,Delivered
ORD-103041,2025-08-07 00:00:00,Baltica Log.,Hamburg,DE,Gothenburg,SE,Express,Retail,47.7,188.54,EUR,1.0,2,DELIVERED
ORD-101163,17/12/2025,vantage freight,Milan,IT,Tampere,FI,Standard,E-Commerce,32.74,94.43,EUR,4.0,4,Delivered
ORD-101767,12/11/2025,Meridian Express,Barcelona,ES,Cologne,DE,Standard,E-Commerce,62.84,123.31,EUR,3.0,4,Delivered
ORD-101398,2025-03-14,KESTREL PARCEL,Gothenburg,SE,Geneva,CH,Economy,Industrial,53.21,64.18,EUR,8.0,7,Delayed
ORD-103774,"Oct 23, 2025",MERIDIAN EXPRESS,Rotterdam,NL,Valencia,ES,Economy,Wholesale,49.01,911.75,SEK,7.0,7,Delivered
ORD-104111,"Nov 19, 2025",KESTREL PARCEL,Hamburg,DE,Copenhagen,DK,Express,Wholesale,14.38,109.93,EUR,2.0,2,Delivered
ORD-101583,"Oct 14, 2025",Vantage,Gothenburg,SE,Turin,IT,Economy,Retail,24.13,41.73,EUR,6.0,7,Delivered
ORD-100405,01/12/2025,hanseatic line,Gothenburg,SE,Turin,IT,Express,Wholesale,18.69,152.9,EUR,3.0,2,Delayed
ORD-100284,2025-10-29 00:00:00, Meridian Express,Gothenburg,SE,Paris,FR,Express,E-Commerce,76.15,263.3,EUR,2.0,2,Delivered
ORD-100345,"Jul 19, 2025",baltica,Barcelona,ES,Lyon,FR,Economy,Wholesale,17.24,47.67,EUR,5.0,7,Delivered
ORD-102001,"Apr 04, 2025",Kestrel Parcels AB,Gothenburg,SE,Malmo,SE,Express,Industrial,31.27,1533.57,SEK,2.0,2,Delivered
ORD-101718,2025-10-13,Baltica Log.,Rotterdam,NL,Frankfurt,DE,Express,E-Commerce,28.28,129.93,EUR,2.0,2,Delivered
ORD-101402,12/08/2025,KESTREL PARCEL,Gothenburg,SE,Cologne,DE,Economy,Wholesale,19.39,45.61,EUR,4.0,7,Delivered
ORD-102599,2025-09-30,Vantage Freight,Milan,IT, Warsaw ,PL,Express,Retail,12.92,,EUR,2.0,2,Delivered
ORD-102714,"Dec 04, 2025",Hanseatic Line,Rotterdam,NL,Frankfurt,DE,Express,Wholesale,15.3,1241.34,SEK,3.0,2,Delayed
ORD-100873,2025-05-08 00:00:00, Nordfrakt ,Hamburg,DE,Gdansk,PL,Standard,Wholesale,32.66,104.06,EUR,4.0,4,DELIVERED
ORD-104377,2025-07-23 00:00:00,Hanseatic Line,Barcelona,ES,Gothenburg,SE,Standard,Industrial,25.89,69.19,EUR,3.0,4,Delivered
ORD-101782,2025-03-14 00:00:00, Nordfrakt ,Milan,IT,Lyon,FR,Economy,Wholesale,23.55,50.5,USD,5.0,7,In Transit
ORD-103105,"Aug 14, 2025",baltica,Milan,IT,Amsterdam,NL,Standard,Wholesale,67.22,104.86,USD,3.0,4,Delivered
ORD-104709,2025-10-21,HANSEATIC,Rotterdam,NL,Bergen,NO,Express,Wholesale,44.51,187.33,EUR,3.0,2,Delayed
ORD-102780,2025-08-18 00:00:00,Nordfrakt,Gothenburg,SE,Krakow,PL,Standard,Industrial,25.55,73.07,EUR,5.0,4,DELAYED
ORD-100448,2025-12-12 00:00:00,Kestrel Parcels AB,Rotterdam,NL,Stockholm,SE,Standard,E-Commerce,42.64,97.69,USD,3.0,4,Delivered
ORD-101258,22/12/2025,Vantage,Gothenburg,SE,Paris,FR,Standard,Retail,17.72,79.61,EUR,3.0,4,Delivered
ORD-102354,2025-08-18, Meridian Express,Hamburg,DE,Bergen,NO,Standard,Retail,30.75,52.81,EUR,2.0,4,Delivered
ORD-100956,"Oct 07, 2025", Meridian Express,Barcelona,ES,Oslo,NO,Express,Industrial,37.91,192.54,EUR,2.0,2,Delivered
ORD-104284,"May 06, 2025",Nordfrakt AB,Gothenburg,SE,Valencia,ES,Standard,Wholesale,51.4,143.49,EUR,3.0,4,Delivered
ORD-102460,2025-09-03,nordfrakt,Rotterdam,NL, Gothenburg ,SE,Economy,E-Commerce,28.97,560.61,SEK,3.0,7,Delivered
ORD-103823,,Meridian Expr,Gothenburg,SE,Marseille,FR,Express,Retail,38.07,164.47,EUR,2.0,2,Delivered
ORD-103446,25/08/2025, Meridian Express,Rotterdam,NL,Graz,AT,Economy,Industrial,7.07,35.09,EUR,4.0,7,Delivered
ORD-102316,2025-04-17 00:00:00,Vantage Freight,Gothenburg,SE,Eindhoven,NL,Express,Wholesale,36.22,151.34,EUR,1.0,2,Delivered
ORD-101352,28/11/2025,Nordfrakt AB,Gothenburg,SE,Eindhoven,NL,Standard,Industrial,10.71,46.98,EUR,2.0,4,In Transit
ORD-101807,2025-11-20,Meridian Expr,Gothenburg,SE,Aarhus,DK,Economy,E-Commerce,28.02,55.67,EUR,3.0,7,Delivered
ORD-104302,2025-05-13 00:00:00,Hanseatic Lines,Gothenburg,SE,Amsterdam,NL,Standard,Industrial,5.46,38.83,EUR,3.0,4,Delivered
ORD-103457,17/03/2025,Meridian Expr,Gothenburg,SE,London,GB,Economy,E-Commerce,15.53,52.98,EUR,5.0,7,Delivered
ORD-100452,"Dec 01, 2025",baltica,Gothenburg,SE,Eindhoven,NL,Express,Industrial,24.73,146.08,EUR,2.0,2,Delivered
ORD-100028,25/12/2025,Vantage Freight,Gothenburg,SE,Malmo,SE,Express,E-Commerce,37.78,139.09,EUR,1.0,2,Delivered
ORD-103845,2025-11-18,MERIDIAN EXPRESS,Hamburg,DE,Rome,IT,Standard,Industrial,47.78,113.32,EUR,4.0,4,Delivered
ORD-104346,2025-03-28,Hanseatic Line,Rotterdam,NL,Eindhoven,NL,Standard,E-Commerce,16.19,57.69,EUR,4.0,4,Delivered
ORD-103289,"Jun 10, 2025",Kestrel Parcels AB,Hamburg,DE,Manchester,GB,Standard,Industrial,19.3,62.07,EUR,4.0,4,Delivered
ORD-104649,2025-07-23,Meridian Express,Gothenburg,SE,Prague,CZ,Express,E-Commerce,12.56,87.73,EUR,2.0,2,Delivered
ORD-104563,"Jun 12, 2025",HANSEATIC,Gothenburg,SE,Malmo,SE,Standard,Industrial,19.05,705.79,SEK,3.0,4,Delivered
ORD-104230,2025-04-10,KESTREL PARCEL,Rotterdam,NL,Munich,DE,Economy,Wholesale,16.31,42.93,EUR,5.0,7,Delivered
ORD-100486,2025-09-01 00:00:00,Nordfrakt AB,Rotterdam,NL,Eindhoven,NL,Express,E-Commerce,61.47,215.46,EUR,2.0,2,Delivered
ORD-103781,2025-07-04 00:00:00,Nordfrakt AB,Gothenburg,SE,Stockholm,SE,Economy,Industrial,13.42,34.34,EUR,3.0,7,DELIVERED
ORD-101435,"Apr 25, 2025",vantage freight,Gothenburg,SE,Munich,DE,Economy,E-Commerce,17.09,36.89,EUR,3.0,7,Delivered
ORD-101257,2025-12-30 00:00:00, Meridian Express,Gothenburg,SE,Berlin,DE,Economy,Retail,2.76,33.52,EUR,3.0,7,Delivered
ORD-100208,2025-07-23 00:00:00,Nordfrakt AB,Hamburg,DE,Bergen,NO,Economy,Retail,58.22,82.92,USD,4.0,7,Delivered
ORD-101802,"Nov 05, 2025",kestrel,Gothenburg,SE,Manchester,GB,Economy,Industrial,27.23,60.63,USD,7.0,7,In Transit
ORD-101256,2025-06-30,Meridian Express,Gothenburg,SE,Bergen,NO,Standard,E-Commerce,14.9,722.35,SEK,3.0,4,Delivered
ORD-104187,26/06/2025,Kestrel Parcel,Gothenburg,SE,Manchester,GB,Economy,Wholesale,13.62,43.95,EUR,5.0,7,Delivered
ORD-101527,"May 15, 2025",hanseatic line,Rotterdam,NL,Paris,FR,Express,E-Commerce,4.73,90.43,EUR,4.0,2,Delayed
ORD-103815,"Apr 09, 2025",Hanseatic Line,Barcelona,ES,Turin,IT,Standard,Retail,32.8,73.75,EUR,4.0,4,Delivered
ORD-100951,2025-08-15,Nordfrakt,Gothenburg,SE,Eindhoven,NL,Standard,Wholesale,44.94,94.79,EUR,2.0,4,Delivered
ORD-101698,2025-09-15 00:00:00,nordfrakt,Gothenburg,SE,Turin,IT,Economy,Industrial,8.58,50.54,USD,3.0,7,Delivered
ORD-101114,2025-06-15,Kestrel Parcel,Gothenburg,SE,Aarhus,DK,Standard,Industrial,51.27,111.72,EUR,3.0,4,Delivered
ORD-104653,"Jun 23, 2025",vantage freight,Rotterdam,NL,Copenhagen,DK,Standard,Retail,25.07,69.64,EUR,2.0,4,DELIVERED
ORD-104393,2025-04-07 00:00:00,Baltica Logistics,Gothenburg,SE,Warsaw,PL,Economy,E-Commerce,4.99,33.13,EUR,,7,Delivered
ORD-101090,"Dec 02, 2025",nordfrakt,Rotterdam,NL,Prague,CZ,Economy,Retail,26.61,61.08,EUR,4.0,7,Delivered
ORD-101935,"May 29, 2025",MERIDIAN EXPRESS,Gothenburg,SE,Eindhoven,NL,Express,Industrial,48.49,175.08,EUR,1.0,2,Delivered
ORD-104663,2025-09-23 00:00:00,Baltica Logistics A/S,Hamburg,DE,Copenhagen,DK,Standard,Retail,20.2,54.18,EUR,2.0,4,DELIVERED
ORD-104174,06/10/2025,Kestrel Parcels AB,Barcelona,ES,Bergen,NO,Standard,Industrial,13.57,57.29,EUR,4.0,4,Delivered
ORD-100358,"Apr 19, 2025",nordfrakt,Hamburg,DE,Rome,IT,Standard,Wholesale,8.56,56.44,USD,4.0,4,Delivered
ORD-103769,01/09/2025, Nordfrakt ,Gothenburg,SE, London ,GB,Standard,Retail,16.81,74.61,EUR,4.0,4,Delivered
ORD-103600,2025-10-31, Nordfrakt ,Milan,IT,Oslo,NO,Economy,Wholesale,31.46,61.2,EUR,3.0,7,Delivered
ORD-104412,2025-08-31,Baltica Logistics,Barcelona,ES,Amsterdam,NL,Standard,Industrial,11.31,555.97,SEK,2.0,4,Delivered
ORD-102397,2025-08-06 00:00:00,nordfrakt,Rotterdam,NL,Rome,IT,Express,E-Commerce,31.32,167.0,USD,2.0,2,DELIVERED
ORD-103058,"Sep 30, 2025",vantage freight,Hamburg,DE,Amsterdam,NL,Economy,Industrial,12.02,35.46,EUR,4.0,7,Delivered
ORD-103615,"Nov 03, 2025",Vantage Freight Ltd,Milan,IT,Brno,CZ,Economy,Industrial,57.2,110.82,EUR,9.0,7,Delayed
ORD-101095,2025-04-14,Nordfrakt AB,Rotterdam,NL,Geneva,CH,Standard,Industrial,14.75,37.86,EUR,2.0,4,Delivered
ORD-101206,2025-12-08, Meridian Express,Barcelona,ES,Madrid,ES,Economy,E-Commerce,18.52,48.18,EUR,6.0,7,Delivered
ORD-101189,05/03/2025,kestrel,Milan,IT,Paris,FR,Economy,E-Commerce,72.75,77.11,USD,4.0,7,Delivered
ORD-104826,2025-06-17 00:00:00,MERIDIAN EXPRESS,Hamburg,DE,Krakow,PL,Standard,Wholesale,4.21,56.78,USD,,4,Cancelled
ORD-101175,03/09/2025, Nordfrakt ,Gothenburg,SE,Brno,CZ,Economy,E-Commerce,55.26,88.65,EUR,5.0,7,Delivered
ORD-103594,15/07/2025,Baltica Log.,Gothenburg,SE,Cologne,DE,Economy,Wholesale,67.14,108.39,USD,4.0,7,Delivered
ORD-103995,2025-09-01 00:00:00,Vantage Freight Ltd,Rotterdam,NL, Valencia ,ES,Economy,Wholesale,10.8,49.26,USD,6.0,7,Delivered
ORD-102840,2025-10-27 00:00:00,vantage freight,Rotterdam,NL,Gothenburg,SE,Standard,Industrial,48.76,100.26,EUR,2.0,4,Delivered
ORD-101046,2025-07-10,Vantage Freight,Hamburg,DE,Prague,CZ,Standard,Wholesale,41.39,73.4,EUR,4.0,4,Delivered
ORD-104934,25/09/2025,Meridian Expr,Hamburg,DE,Prague,CZ,Standard,Retail,18.25,74.95,USD,3.0,4,Delivered
ORD-101252,"Apr 10, 2025",Baltica Logistics,Rotterdam,NL,Turin,IT,Express,Wholesale,22.38,130.71,USD,3.0,2,Delayed
ORD-104836,"May 15, 2025",Vantage Freight Ltd,Gothenburg,SE,Tampere,FI,Standard,E-Commerce,62.81,1261.27,SEK,5.0,4,Delayed
ORD-103700,"May 26, 2025",Kestrel Parcels AB,Gothenburg,SE,Prague,CZ,Express,Industrial,14.64,115.95,EUR,3.0,2,Delayed
ORD-100761,2025-12-29 00:00:00,Kestrel Parcels AB,Gothenburg,SE, Eindhoven ,NL,Standard,E-Commerce,1.53,36.69,EUR,4.0,4,Delivered
ORD-104371,2025-06-02,hanseatic line,Gothenburg,SE, Copenhagen ,DK,Economy,Wholesale,16.13,488.34,SEK,6.0,7,Delivered
ORD-104715,2025-12-01 00:00:00,vantage freight,Rotterdam,NL,Zurich,CH,Express,Retail,7.86,140.55,USD,2.0,2,Delivered
ORD-102766,19/09/2025,Nordfrakt AB,Rotterdam,NL,Berlin,DE,Express,Industrial,40.57,158.56,EUR,2.0,2,DELIVERED
ORD-104751,"May 22, 2025",Vantage,Gothenburg,SE,Cologne,DE,Standard,E-Commerce,9.58,568.27,SEK,,4,Delivered
ORD-101146,"Dec 17, 2025",vantage freight,Rotterdam,NL,Warsaw,PL,Economy,Industrial,22.92,62.36,USD,5.0,7,Delivered
ORD-104847,2025-04-23,Baltica Log.,Barcelona,ES,Cologne,DE,Standard,E-Commerce,13.08,49.91,EUR,4.0,4,Delivered
ORD-102711,"Mar 14, 2025", Meridian Express,Gothenburg,SE,Cologne,DE,Standard,E-Commerce,43.46,95.92,EUR,3.0,4,Delivered
ORD-100392,18/09/2025,vantage freight,Barcelona,ES, Gothenburg ,SE,Standard,Wholesale,30.86,76.25,EUR,2.0,4,In Transit
ORD-102355,2025-09-18 00:00:00,MERIDIAN EXPRESS,Rotterdam,NL,Geneva,CH,Express,E-Commerce,11.95,106.53,EUR,2.0,2,Delivered
ORD-103676,2025-09-18, Meridian Express,Rotterdam,NL, Vienna ,AT,Economy,Industrial,12.55,40.82,EUR,6.0,7,Delivered
ORD-104008,2025-06-13 00:00:00,nordfrakt,Milan,IT,Aarhus,DK,Economy,Industrial,15.98,47.95,EUR,3.0,7,Delivered
ORD-100890,"Apr 24, 2025",vantage freight,Rotterdam,NL,Marseille,FR,Standard,Retail,11.33,53.84,EUR,4.0,4,Delivered
ORD-104984,2025-06-16,Hanseatic Lines,Gothenburg,SE,Frankfurt,DE,Standard,Wholesale,15.09,56.13,EUR,4.0,4,Delivered
ORD-103131,2025-11-10,Baltica Logistics,Gothenburg,SE,Turin,IT,Standard,E-Commerce,14.77,84.5,EUR,5.0,4,Delayed
ORD-101062,2025-05-19,Vantage,Gothenburg,SE, Lyon ,FR,Standard,Retail,13.65,58.74,EUR,3.0,4,DELIVERED
ORD-104999,2025-11-29 00:00:00,nordfrakt,Gothenburg,SE,Eindhoven,NL,Economy,E-Commerce,2.53,30.76,EUR,5.0,7,Delivered
ORD-104965,"Apr 28, 2025",Nordfrakt,Gothenburg,SE,Madrid,ES,Express,E-Commerce,79.17,288.82,USD,3.0,2,Delayed
ORD-104613,"Dec 12, 2025", Meridian Express,Hamburg,DE,Amsterdam,NL,Standard,Industrial,34.18,94.66,EUR,3.0,4,Delivered
ORD-104407,2025-06-11 00:00:00,hanseatic line,Milan,IT,Frankfurt,DE,Economy,E-Commerce,11.02,31.58,EUR,6.0,7,Delivered
ORD-104887,22/12/2025,Baltica Logistics,Milan,IT,Turin,IT,Economy,Wholesale,55.62,85.42,USD,7.0,7,Delivered
ORD-103879,2025-03-24 00:00:00,baltica,Milan,IT,Malmo,SE,Economy,Wholesale,51.43,55.85,EUR,3.0,7,Delivered
ORD-104779,"Apr 09, 2025", Meridian Express,Gothenburg,SE,Aarhus,DK,Standard,Industrial,4.45,42.13,EUR,2.0,4,Delivered
ORD-102850,2025-06-16 00:00:00,Kestrel Parcels AB,Milan,IT,Munich,DE,Standard,Retail,4.88,37.2,EUR,3.0,4,Delivered
ORD-104415,30/10/2025,Vantage Freight,Gothenburg,SE,Munich,DE,Standard,E-Commerce,28.13,83.38,EUR,2.0,4,Delivered
ORD-102644,04/11/2025,Vantage Freight Ltd,Gothenburg,SE,Berlin,DE,Economy,E-Commerce,13.19,39.49,EUR,4.0,7,Delivered
ORD-100572,04/08/2025,Nordfrakt,Hamburg,DE,Helsinki,FI,Standard,Wholesale,18.66,72.69,USD,4.0,4,Delivered
ORD-102118,25/12/2025,MERIDIAN EXPRESS,Gothenburg,SE,Frankfurt,DE,Standard,Industrial,17.59,52.15,EUR,3.0,4,DELIVERED
ORD-100734,2025-06-23 00:00:00, Meridian Express,Rotterdam,NL,Amsterdam,NL,Standard,Wholesale,15.9,46.3,USD,2.0,4,Delivered
ORD-101686,"Oct 21, 2025",Nordfrakt AB,Gothenburg,SE,Prague,CZ,Standard,E-Commerce,28.97,75.77,EUR,5.0,4,Delayed
ORD-102161,2025-07-14,Nordfrakt AB,Gothenburg,SE,Marseille,FR,Standard,Wholesale,22.37,57.05,EUR,4.0,4,Delivered
