Order ID,Carrier,Ship Date,Service Level,Status,Origin City,Origin Country,Destination City,Destination Country,Customer Segment,Weight (kg),Freight Cost,Currency,Transit Days,Promised Days
ORD-100905,Baltica Logistics,2026-03-25,Express,Delivered,Rotterdam,NL,Zurich,CH,Wholesale,28.16,142.24,EUR,2.0,2
ORD-101268,vantage freight,"Aug 06, 2026",Standard,Delivered,Milan,IT,Gothenburg,SE,Wholesale,30.19,80.74,EUR,2.0,4
ORD-103222, Meridian Express,30/04/2026,Express,Delivered,Gothenburg,SE,Warsaw,PL,Retail,51.94,245.86,USD,2.0,2
ORD-102447,HANSEATIC,"Feb 18, 2026",Economy,Delayed,Rotterdam,NL,Valencia,ES,E-Commerce,35.48,61.04,EUR,8.0,7
ORD-104152,Baltica Logistics,14/07/2026,Standard,Delivered,Rotterdam,NL,Prague,CZ,Industrial,73.32,146.43,EUR,4.0,4
ORD-101610, Nordfrakt ,2026-05-01 00:00:00,Standard,Delivered,Gothenburg,SE,Gothenburg,SE,Retail,25.66,67.75,USD,2.0,4
ORD-102556,Vantage Freight Ltd,2026-05-13 00:00:00,Standard,Delivered,Gothenburg,SE,Eindhoven,NL,Wholesale,45.75,108.02,USD,2.0,4
ORD-100860,Meridian Express,14/08/2026,Standard,Delivered,Milan,IT,Amsterdam,NL,E-Commerce,46.38,72.25,EUR,2.0,4
ORD-104391,Baltica Logistics A/S,22/05/2026,Standard,Delivered,Rotterdam,NL,Malmo,SE,Retail,45.79,98.18,EUR,3.0,4
ORD-101328,Baltica Logistics A/S,2026-03-06 00:00:00,Standard,Delayed,Rotterdam,NL,Gdansk,PL,Industrial,11.36,60.19,EUR,6.0,4
ORD-101193,Vantage Freight,2026-03-23,Standard,Delivered,Hamburg,DE,Madrid,ES,Retail,22.12,69.05,EUR,3.0,4
ORD-104444,HANSEATIC,"Apr 09, 2026",Standard,Delivered,Gothenburg,SE,Zurich,CH,Wholesale,11.63,51.57,EUR,4.0,4
ORD-103117,MERIDIAN EXPRESS,17/02/2026,Economy,Delivered,Rotterdam,NL,Frankfurt,DE,E-Commerce,26.61,56.87,EUR,3.0,7
ORD-104976,Nordfrakt AB,2026-01-09 00:00:00,Standard,Delivered,Hamburg,DE,Malmo,SE,Industrial,31.11,917.86,SEK,2.0,4
ORD-101951,Meridian Expr,2026-01-28 00:00:00,Economy,DELIVERED,Hamburg,DE,Malmo,SE,Industrial,17.69,36.56,EUR,3.0,7
ORD-101557,Baltica Log.,2026-04-29 00:00:00,Economy,Delivered,Rotterdam,NL,Oslo,NO,E-Commerce,24.14,39.22,EUR,5.0,7
ORD-102053,Kestrel Parcels AB,2026-08-03 00:00:00,Express,Delivered,Milan,IT,Frankfurt,DE,E-Commerce,49.41,187.81,EUR,2.0,2
ORD-100665,Baltica Logistics A/S,17/03/2026,Standard,Delivered,Rotterdam,NL,Vienna,AT,Industrial,28.3,83.77,EUR,4.0,4
ORD-103182, Meridian Express,14/04/2026,Standard,Delivered,Rotterdam,NL,Valencia,ES,Retail,25.59,98.06,EUR,4.0,4
ORD-102026,Vantage Freight Ltd,01/02/2026,Standard,Delivered,Gothenburg,SE,Copenhagen,DK,E-Commerce,20.08,58.9,EUR,2.0,4
ORD-102712,Baltica Log.,2026-07-30 00:00:00,Standard,Delivered,Gothenburg,SE,Berlin,DE,Wholesale,16.1,61.93,USD,3.0,4
ORD-101032,Vantage,"Apr 06, 2026",Standard,Delivered,Milan,IT,Cologne,DE,E-Commerce,36.57,87.38,EUR,2.0,4
ORD-104076,Meridian Express,2026-08-20 00:00:00,Express,Delivered,Rotterdam,NL,Munich,DE,E-Commerce,13.9,74.34,EUR,2.0,2
ORD-104004,Baltica Logistics,2026-05-14,Economy,Delivered,Gothenburg,SE,Amsterdam,NL,Wholesale,24.06,55.44,EUR,4.0,7
ORD-102481,HANSEATIC,2026-06-16 00:00:00,Standard,Delivered,Hamburg,DE,Malmo,SE,Industrial,12.92,44.1,USD,3.0,4
ORD-103366,Nordfrakt AB,2026-02-04 00:00:00,Standard,Delayed,Barcelona,ES,Madrid,ES,Industrial,46.73,138.58,EUR,5.0,4
ORD-102557,Baltica Logistics,"Jun 19, 2026",Standard,Delivered,Hamburg,DE,Copenhagen,DK,Industrial,10.02,45.88,EUR,3.0,4
ORD-104066,Vantage Freight Ltd,2026-06-13 00:00:00,Economy,Delivered,Rotterdam,NL,Brno,CZ,Retail,42.72,72.44,EUR,4.0,7
ORD-102416,Nordfrakt,2026-02-03,Standard,Delivered,Hamburg,DE,Marseille,FR,E-Commerce,44.22,82.77,EUR,4.0,4
ORD-101218, Nordfrakt ,19/05/2026,Standard,Delivered,Barcelona,ES,Amsterdam,NL,Industrial,12.64,63.66,EUR,3.0,4
ORD-100766,Meridian Express,2026-02-02,Economy,Delivered,Barcelona,ES,Munich,DE,Wholesale,25.49,46.46,EUR,4.0,7
ORD-101374,Vantage Freight,"Jul 01, 2026",Standard,Delivered,Rotterdam,NL,Warsaw,PL,Retail,20.41,65.61,EUR,4.0,4
ORD-103201,Baltica Log.,2026-07-15 00:00:00,Economy,Delivered,Gothenburg,SE, Gdansk ,PL,E-Commerce,29.63,48.35,USD,5.0,7
ORD-102000,MERIDIAN EXPRESS,"Jun 26, 2026",Standard,Delivered,Gothenburg,SE,Cologne,DE,Industrial,19.08,66.9,USD,4.0,4
ORD-104871,Vantage,"Aug 10, 2026",Economy,Delivered,Rotterdam,NL,Zurich,CH,Industrial,59.43,73.31,EUR,5.0,7
ORD-100661,baltica,2026-04-08,Express,Delayed,Rotterdam,NL,Rome,IT,E-Commerce,20.07,91.79,USD,3.0,2
ORD-103768,Vantage Freight Ltd,18/05/2026,Standard,Delayed,Rotterdam,NL,Madrid,ES,Wholesale,27.44,947.63,SEK,5.0,4
ORD-104248,baltica,14/07/2026,Standard,Delivered,Gothenburg,SE,Gdansk,PL,Wholesale,9.3,45.81,EUR,4.0,4
ORD-103971, Nordfrakt ,2026-07-22 00:00:00,Economy,Delivered,Barcelona,ES,Cologne,DE,Wholesale,25.42,56.33,EUR,4.0,7
ORD-100431, Meridian Express,10/04/2026,Standard,Delivered,Gothenburg,SE,Cologne,DE,E-Commerce,36.38,80.79,EUR,2.0,4
ORD-103077,Vantage,"May 22, 2026",Standard,Delivered,Gothenburg,SE,Zurich,CH,Wholesale,19.45,66.34,EUR,3.0,4
ORD-103323,Nordfrakt,2026-02-14 00:00:00,Standard,Delivered,Gothenburg,SE,Frankfurt,DE,Wholesale,12.73,57.43,EUR,3.0,4
ORD-104864,Meridian Express,"Jun 26, 2026",Express,Delivered,Barcelona,ES,Helsinki,FI,Retail,4.94,106.35,EUR,2.0,2
ORD-100687,Nordfrakt,2026-01-20 00:00:00,Standard,Delivered,Hamburg,DE,Stockholm,SE,Retail,12.58,56.99,USD,2.0,4
ORD-100426,nordfrakt,"Jun 18, 2026",Economy,Delivered,Milan,IT,Malmo,SE,Retail,11.29,39.3,EUR,3.0,7
ORD-104989,vantage freight,"Jun 29, 2026",Express,Delivered,Gothenburg,SE,Lyon,FR,Retail,52.73,206.11,USD,2.0,2
ORD-103251,MERIDIAN EXPRESS,2026-04-15,Standard,Delivered,Rotterdam,NL,Gothenburg,SE,E-Commerce,29.77,79.39,EUR,2.0,4
ORD-102559, Nordfrakt ,2026-01-19 00:00:00,Standard,Delivered,Gothenburg,SE, Amsterdam ,NL,E-Commerce,12.86,68.07,USD,3.0,4
ORD-100415,Nordfrakt,2026-03-08 00:00:00,Standard,Delivered,Barcelona,ES, Gothenburg ,SE,Retail,87.18,189.77,EUR,2.0,4
ORD-102747,Vantage Freight Ltd,19/05/2026,Standard,Delivered,Gothenburg,SE, Cologne ,DE,E-Commerce,22.52,82.65,EUR,3.0,4
ORD-101702,nordfrakt,2026-03-10,Standard,Delivered,Milan,IT,Gothenburg,SE,Industrial,66.18,125.03,USD,2.0,4
ORD-100596, Meridian Express,"Jan 13, 2026",Economy,Delivered,Gothenburg,SE,Aarhus,DK,Industrial,22.83,44.96,EUR,3.0,7
ORD-104988,Vantage Freight Ltd,2026-07-27 00:00:00,Standard,Delivered,Rotterdam,NL,Helsinki,FI,E-Commerce,35.09,75.46,EUR,4.0,4
ORD-101671,Meridian Expr,06/01/2026,Standard,Delivered,Hamburg,DE,Stockholm,SE,Industrial,13.56,43.4,EUR,2.0,4
ORD-104507,Nordfrakt,"Jan 19, 2026",Standard,Delivered,Gothenburg,SE,Manchester,GB,Industrial,15.87,62.5,EUR,4.0,4
ORD-101195,Nordfrakt,11/02/2026,Economy,Delivered,Milan,IT,Warsaw,PL,E-Commerce,66.63,94.7,EUR,5.0,7
ORD-102035,Kestrel Parcel,2026-06-08,Standard,Delivered,Gothenburg,SE,Cologne,DE,Retail,53.47,100.25,EUR,3.0,4
ORD-104869,Baltica Logistics A/S,"Mar 18, 2026",Standard,Delayed,Milan,IT, Rome ,IT,E-Commerce,15.73,60.7,EUR,5.0,4
ORD-100089, Nordfrakt ,2026-06-01,Standard,Delivered,Rotterdam,NL,London,GB,E-Commerce,17.01,62.22,EUR,4.0,4
ORD-104619,Baltica Logistics,07/07/2026,Standard,Delivered,Rotterdam,NL,Marseille,FR,Wholesale,7.81,729.23,SEK,4.0,4
ORD-101524,hanseatic line,2026-01-26,Standard,Delayed,Gothenburg,SE,Frankfurt,DE,Industrial,43.6,86.77,EUR,5.0,4
ORD-103150,HANSEATIC,2026-03-27 00:00:00,Standard,Delivered,Gothenburg,SE,Frankfurt,DE,Wholesale,2.86,36.74,EUR,4.0,4
ORD-102781,Nordfrakt,2026-07-27,Economy,Delivered,Hamburg,DE,Tampere,FI,Retail,24.52,54.42,EUR,6.0,7
ORD-103123, Nordfrakt ,2026-02-02 00:00:00,Standard,Delivered,Barcelona,ES,Oslo,NO,Industrial,18.56,78.16,USD,4.0,4
ORD-102837,Hanseatic Lines,2026-07-07,Standard,Delivered,Gothenburg,SE,Berlin,DE,Industrial,8.44,55.49,EUR,3.0,4
ORD-104336,Hanseatic Line,2026-04-20,Standard,Delayed,Gothenburg,SE,Gdansk,PL,Wholesale,20.66,66.98,EUR,6.0,4
ORD-102169,hanseatic line,2026-08-20,Standard,Delayed,Milan,IT,Geneva,CH,Retail,60.74,121.29,EUR,5.0,4
ORD-103952,Baltica Logistics,2026-04-06,Standard,Delayed,Milan,IT,Zurich,CH,Retail,27.06,71.69,USD,5.0,4
ORD-102639,Baltica Log.,2026-06-11,Standard,Cancelled,Milan,IT,Gothenburg,SE,E-Commerce,24.24,64.76,EUR,,4
ORD-100732, Nordfrakt ,19/07/2026,Standard,Delivered,Rotterdam,NL,Zurich,CH,Retail,7.51,56.27,EUR,4.0,4
ORD-100569,Vantage Freight Ltd,08/01/2026,Economy,Delivered,Milan,IT,Cologne,DE,Industrial,25.59,59.2,EUR,3.0,7
ORD-101170,Nordfrakt,09/02/2026,Standard,Delivered,Barcelona,ES, Munich ,DE,E-Commerce,5.03,46.34,EUR,2.0,4
ORD-100674,Meridian Expr,"Feb 05, 2026",Standard,In Transit,Gothenburg,SE,Amsterdam,NL,Industrial,38.19,1185.77,SEK,2.0,4
ORD-103641,hanseatic line,2026-07-23 00:00:00,Standard,Delivered,Hamburg,DE,Aarhus,DK,Retail,69.48,117.52,USD,3.0,4
ORD-102054, Meridian Express,"Mar 30, 2026",Standard,Delivered,Gothenburg,SE,Madrid,ES,Industrial,7.43,65.73,EUR,4.0,4
ORD-101893,Nordfrakt AB,2026-03-25 00:00:00,Standard,Delivered,Barcelona,ES,Helsinki,FI,Retail,11.77,68.81,EUR,4.0,4
ORD-103991,Nordfrakt AB,"Apr 20, 2026",Express,In Transit,Gothenburg,SE,Amsterdam,NL,Industrial,64.91,247.0,EUR,2.0,2
ORD-102226, Nordfrakt ,25/06/2026,Economy,Delivered,Gothenburg,SE,London,GB,Retail,18.45,45.23,EUR,5.0,7
ORD-104453,Meridian Express,2026-03-23 00:00:00,Express,Delivered,Hamburg,DE,Krakow,PL,Industrial,26.09,107.65,EUR,2.0,2
ORD-103397,Vantage,10/08/2026,Economy,Delivered,Rotterdam,NL,Berlin,DE,Wholesale,18.29,49.09,EUR,5.0,7
ORD-101188,Nordfrakt,2026-01-06,Express,Delivered,Rotterdam,NL,Bergen,NO,Industrial,35.92,206.54,EUR,2.0,2
ORD-103009,Nordfrakt,20/05/2026,Express,Delayed,Rotterdam,NL,Helsinki,FI,Retail,32.41,156.19,EUR,3.0,2
ORD-104621,Hanseatic Lines,"Aug 29, 2026",Express,Delayed,Rotterdam,NL,Madrid,ES,Wholesale,23.04,146.64,EUR,4.0,2
ORD-101790,Nordfrakt,2026-01-15 00:00:00,Standard,Delivered,Gothenburg,SE,Aarhus,DK,Retail,41.97,100.42,EUR,2.0,4
ORD-104238,Baltica Logistics,"Apr 21, 2026",Economy,Delivered,Hamburg,DE,Brno,CZ,Wholesale,22.32,52.4,USD,6.0,7
ORD-102700,Baltica Log.,2026-06-27 00:00:00,Standard,Delayed,Rotterdam,NL,Tampere,FI,Wholesale,3.46,57.96,EUR,,4
ORD-102674,Baltica Logistics,"Jul 27, 2026",Express,Delivered,Milan,IT,Cologne,DE,Retail,23.85,147.25,USD,2.0,2
ORD-104094,Hanseatic Lines,09/08/2026,Economy,Delivered,Milan,IT,Copenhagen,DK,Industrial,8.6,30.03,EUR,4.0,7
ORD-102687,KESTREL PARCEL,"Jan 05, 2026",Economy,Delivered,Rotterdam,NL, Eindhoven ,NL,Industrial,20.44,53.47,EUR,5.0,7
ORD-101844,Vantage Freight,13/04/2026,Standard,Delivered,Hamburg,DE,Cologne,DE,Wholesale,22.28,91.27,USD,3.0,4
ORD-101222, Meridian Express,10/08/2026,Express,Delivered,Milan,IT,Amsterdam,NL,E-Commerce,9.49,69.82,EUR,2.0,2
ORD-100664,Vantage,22/01/2026,Standard,Delivered,Gothenburg,SE,Cologne,DE,Retail,22.42,871.16,SEK,2.0,4
ORD-103006,Vantage Freight Ltd,"Jan 23, 2026",Economy,Delivered,Hamburg,DE,Helsinki,FI,E-Commerce,6.68,30.2,EUR,7.0,7
ORD-100511,Baltica Logistics A/S,2026-04-14 00:00:00,Standard,Delayed,Barcelona,ES,Krakow,PL,E-Commerce,25.01,71.95,EUR,5.0,4
ORD-104521,hanseatic line,"Mar 19, 2026",Standard,Delayed,Gothenburg,SE,Turin,IT,Retail,16.94,80.09,EUR,5.0,4
ORD-102706,Vantage Freight Ltd,2026-03-23 00:00:00,Standard,Delivered,Barcelona,ES,Amsterdam,NL,Retail,50.26,139.38,USD,2.0,4
ORD-104547,Vantage Freight Ltd,2026-06-08 00:00:00,Standard,Delivered,Hamburg,DE,London,GB,Industrial,11.41,52.7,EUR,4.0,4
ORD-100921,Meridian Express,2026-01-09 00:00:00,Standard,Delayed,Gothenburg,SE,Madrid,ES,Industrial,23.38,73.85,USD,5.0,4
ORD-100212,vantage freight,08/05/2026,Standard,Delivered,Hamburg,DE,Gdansk,PL,Retail,30.58,101.15,USD,4.0,4
ORD-104931,Vantage Freight Ltd,2026-04-07 00:00:00,Standard,Delivered,Gothenburg,SE,Vienna,AT,Retail,78.82,172.32,USD,4.0,4
ORD-104194,Kestrel Parcels AB,05/01/2026,Economy,Delivered,Rotterdam,NL,Paris,FR,Retail,9.95,41.17,EUR,5.0,7
ORD-100115,Nordfrakt AB,"Jan 07, 2026",Standard,Delivered,Rotterdam,NL,Bergen,NO,E-Commerce,11.52,53.07,EUR,3.0,4
ORD-102955,baltica,2026-08-31,Express,Delayed,Milan,IT,Warsaw,PL,E-Commerce,7.43,953.3,EUR,3.0,2
ORD-103092,Vantage Freight,30/03/2026,Standard,Delivered,Gothenburg,SE, Malmo ,SE,E-Commerce,41.38,90.64,EUR,2.0,4
ORD-103624,Nordfrakt,01/06/2026,Economy,Delivered,Gothenburg,SE,Amsterdam,NL,Retail,17.98,43.74,USD,4.0,7
ORD-100491,Hanseatic Lines,"Jun 22, 2026",Standard,Delayed,Barcelona,ES,Berlin,DE,Wholesale,15.39,47.71,EUR,5.0,4
ORD-103556, Nordfrakt ,22/03/2026,Standard,Delivered,Gothenburg,SE,Aarhus,DK,Industrial,23.81,62.42,EUR,2.0,4
ORD-100377,Vantage Freight Ltd,"Apr 14, 2026",Standard,Delivered,Gothenburg,SE,Lyon,FR,E-Commerce,18.43,58.73,EUR,4.0,4
ORD-100231,vantage freight,2026-06-15 00:00:00,Standard,Delivered,Rotterdam,NL,Lyon,FR,Retail,43.04,1059.32,SEK,3.0,4
ORD-101429,Baltica Logistics,07/05/2026,Express,Delayed,Gothenburg,SE,Valencia,ES,Industrial,38.18,191.53,EUR,3.0,2
ORD-100672,KESTREL PARCEL,"Feb 13, 2026",Standard,Delayed,Gothenburg,SE,London,GB,Industrial,16.41,778.41,SEK,5.0,4
ORD-103747,Baltica Logistics,"Aug 23, 2026",Standard,DELIVERED,Gothenburg,SE,Zurich,CH,Retail,37.16,104.19,EUR,4.0,4
ORD-100422,Nordfrakt,2026-04-27,Standard,Delivered,Rotterdam,NL,Cologne,DE,Retail,33.56,93.74,EUR,3.0,4
ORD-104365,nordfrakt,"Jun 04, 2026",Express,Delivered,Rotterdam,NL,Munich,DE,Retail,12.09,123.73,USD,2.0,2
ORD-104286,Vantage Freight,30/03/2026,Economy,Delivered,Milan,IT,Frankfurt,DE,Retail,11.6,36.71,EUR,4.0,7
ORD-102646,nordfrakt,2026-01-06,Standard,Delivered,Barcelona,ES, Vienna ,AT,Wholesale,21.47,69.96,EUR,4.0,4
ORD-101727,Vantage Freight Ltd,2026-01-07,Standard,Delivered,Hamburg,DE,Bergen,NO,Retail,15.95,71.87,EUR,3.0,4
ORD-100722,KESTREL PARCEL,2026-06-08 00:00:00,Standard,Delayed,Rotterdam,NL,Krakow,PL,Industrial,12.15,56.98,EUR,6.0,4
ORD-103846,Baltica Logistics,"Apr 28, 2026",Economy,Delivered,Gothenburg,SE,Gothenburg,SE,E-Commerce,22.01,47.64,USD,3.0,7
ORD-102773,Kestrel Parcel,"Mar 23, 2026",Economy,Delivered,Barcelona,ES,Munich,DE,Wholesale,19.35,44.71,EUR,,7
ORD-103421,Kestrel Parcels AB,2026-05-07 00:00:00,Economy,Delivered,Rotterdam,NL,Oslo,NO,E-Commerce,25.96,47.43,EUR,6.0,7
ORD-104077,Baltica Logistics,2026-01-26 00:00:00,Express,Delivered,Hamburg,DE,Munich,DE,E-Commerce,64.89,210.67,EUR,2.0,2
ORD-104297,Nordfrakt,2026-04-27 00:00:00,Standard,Delayed,Milan,IT,London,GB,E-Commerce,49.41,116.28,EUR,5.0,4
ORD-102519,Nordfrakt AB,31/08/2026,Standard,Delivered,Gothenburg,SE,Gothenburg,SE,E-Commerce,49.2,105.56,EUR,2.0,4
ORD-100635,nordfrakt,12/03/2026,Economy,Delivered,Hamburg,DE,Cologne,DE,E-Commerce,71.74,96.54,EUR,4.0,7
ORD-100981,Nordfrakt AB,2026-03-23 00:00:00,Economy,In Transit,Milan,IT,Graz,AT,E-Commerce,43.95,69.71,USD,5.0,7
ORD-103480,vantage freight,13/05/2026,Economy,Delivered,Rotterdam,NL,Geneva,CH,Wholesale,48.55,58.51,EUR,5.0,7
ORD-100315,baltica,2026-02-26 00:00:00,Standard,Delivered,Rotterdam,NL,Gothenburg,SE,Retail,8.63,48.68,EUR,2.0,4
ORD-103462,MERIDIAN EXPRESS,2026-06-20,Economy,Delivered,Gothenburg,SE,Malmo,SE,Retail,47.97,70.07,USD,3.0,7
ORD-104958,Baltica Logistics A/S,2026-07-20,Express,Delivered,Milan,IT,Gothenburg,SE,Industrial,10.91,80.37,EUR,1.0,2
ORD-102172, Meridian Express,2026-08-31,Economy,Delivered,Rotterdam,NL,Gdansk,PL,Wholesale,17.03,47.84,USD,6.0,7
ORD-100742,Nordfrakt,12/02/2026,Economy,Delivered,Rotterdam,NL,Stockholm,SE,E-Commerce,47.15,69.21,USD,3.0,7
ORD-102730,Meridian Expr,10/08/2026,Standard,Delivered,Gothenburg,SE,Brno,CZ,E-Commerce,38.65,1076.66,SEK,3.0,4
ORD-100360,Kestrel Parcels AB,"Jun 08, 2026",Standard,Delayed,Milan,IT,London,GB,E-Commerce,27.4,71.09,EUR,5.0,4
ORD-103869,KESTREL PARCEL,26/03/2026,Economy,Delayed,Milan,IT,Rome,IT,Wholesale,11.49,44.06,USD,9.0,7
ORD-101883,Hanseatic Line,08/06/2026,Standard,Delivered,Rotterdam,NL,Gothenburg,SE,E-Commerce,12.41,46.55,EUR,3.0,4
ORD-104153,Meridian Express,"Aug 19, 2026",Standard,Delivered,Rotterdam,NL,Copenhagen,DK,Retail,30.32,78.71,EUR,3.0,4
ORD-102532, Nordfrakt ,2026-07-21 00:00:00,Standard,Delivered,Hamburg,DE,Oslo,NO,Industrial,40.01,99.55,EUR,3.0,4
ORD-100667,Baltica Logistics A/S,2026-06-16,Standard,Delivered,Barcelona,ES,Bergen,NO,Wholesale,11.23,51.98,EUR,3.0,4
ORD-101086,baltica,2026-05-15 00:00:00,Standard,Delayed,Barcelona,ES,Tampere,FI,E-Commerce,31.16,,EUR,5.0,4
ORD-102395,Kestrel Parcels AB,2026-02-24 00:00:00,Standard,Delivered,Rotterdam,NL,Berlin,DE,E-Commerce,13.49,59.89,EUR,4.0,4
ORD-104072,Nordfrakt AB,"Jun 01, 2026",Express,Delivered,Gothenburg,SE,Aarhus,DK,E-Commerce,49.39,193.51,EUR,2.0,2
ORD-104766,Vantage Freight Ltd,2026-01-08 00:00:00,Standard,Delivered,Milan,IT,Amsterdam,NL,Wholesale,21.33,69.04,USD,3.0,4
ORD-104618,vantage freight,2026-02-11 00:00:00,Standard,Delivered,Gothenburg,SE,Helsinki,FI,Retail,47.65,110.81,EUR,4.0,4
ORD-103933,Meridian Express,"Apr 05, 2026",Express,Cancelled,Rotterdam,NL,Frankfurt,DE,Industrial,5.12,95.21,USD,,2
ORD-100423,Hanseatic Line,2026-01-14 00:00:00,Standard,Delayed,Rotterdam,NL,Warsaw,PL,Industrial,5.13,39.34,EUR,7.0,4
ORD-103610,Vantage Freight,2026-01-02 00:00:00,Standard,Delivered,Hamburg,DE,Copenhagen,DK,Retail,21.88,67.34,EUR,2.0,4
ORD-103132,MERIDIAN EXPRESS,"Apr 22, 2026",Standard,Delivered,Rotterdam,NL,Amsterdam,NL,Wholesale,56.02,92.01,EUR,2.0,4
ORD-103263,Kestrel Parcel,2026-06-17,Standard,Delivered,Gothenburg,SE, Prague ,CZ,E-Commerce,15.3,67.06,EUR,4.0,4
ORD-102938,Meridian Expr,2026-07-09 00:00:00,Express,Delivered,Hamburg,DE,Eindhoven,NL,Wholesale,22.4,94.05,EUR,2.0,2
ORD-104430,Meridian Expr,20/07/2026,Economy,Delivered,Gothenburg,SE,Turin,IT,E-Commerce,12.09,453.58,SEK,7.0,7
ORD-102578,kestrel,15/08/2026,Economy,Delivered,Gothenburg,SE,Paris,FR,E-Commerce,19.83,595.73,SEK,7.0,7
ORD-100048,Meridian Express,"Mar 09, 2026",Economy,Delivered,Rotterdam,NL,Berlin,DE,E-Commerce,57.04,74.14,EUR,4.0,7
ORD-104964,hanseatic line,01/08/2026,Express,Cancelled,Gothenburg,SE, Stockholm ,SE,Retail,27.16,109.54,EUR,,2
ORD-101422,Vantage,2026-01-19 00:00:00,Economy,Delivered,Milan,IT,Munich,DE,Wholesale,39.22,61.76,EUR,5.0,7
ORD-104304,Meridian Express,03/03/2026,Standard,Delivered,Gothenburg,SE,Lyon,FR,Retail,49.74,92.32,EUR,3.0,4
ORD-100492,Meridian Express,"Apr 18, 2026",Express,Delivered,Hamburg,DE,Manchester,GB,Industrial,50.87,2633.25,SEK,2.0,2
ORD-101242, Meridian Express,2026-08-11 00:00:00,Standard,Delivered,Barcelona,ES, Zurich ,CH,E-Commerce,27.97,70.85,USD,3.0,4
ORD-100721,vantage freight,"Jul 25, 2026",Express,Delivered,Gothenburg,SE,Eindhoven,NL,E-Commerce,50.24,194.76,EUR,1.0,2
ORD-102757,Nordfrakt AB,"Feb 12, 2026",Express,Delivered,Rotterdam,NL,Helsinki,FI,Retail,9.37,100.95,EUR,2.0,2
ORD-100100,Nordfrakt,"Jun 01, 2026",Economy,Delivered,Gothenburg,SE,Rome,IT,Wholesale,43.43,68.58,USD,6.0,7
ORD-103349,kestrel,2026-05-04 00:00:00,Express,Delivered,Rotterdam,NL,Graz,AT,E-Commerce,48.58,214.12,USD,2.0,2
ORD-104348,Vantage Freight Ltd,"Apr 27, 2026",Standard,Delayed,Rotterdam,NL,Geneva,CH,E-Commerce,63.75,129.05,EUR,5.0,4
ORD-104861,Hanseatic Line,2026-05-29 00:00:00,Standard,Delayed,Rotterdam,NL, Tampere ,FI,Retail,30.18,87.84,EUR,6.0,4
ORD-100513,Kestrel Parcel,2026-05-25,Standard,Delayed,Gothenburg,SE, Valencia ,ES,Wholesale,16.23,74.21,EUR,7.0,4
ORD-102605,Meridian Express,"Apr 19, 2026",Standard,Delivered,Rotterdam,NL,Prague,CZ,Wholesale,24.99,76.3,EUR,2.0,4
ORD-100644,MERIDIAN EXPRESS,2026-04-27,Standard,Delivered,Gothenburg,SE,Turin,IT,Industrial,10.26,57.96,EUR,3.0,4
ORD-100190,Kestrel Parcel,2026-03-11 00:00:00,Standard,Delivered,Barcelona,ES,Berlin,DE,Wholesale,12.11,622.93,SEK,4.0,4
ORD-101125,Nordfrakt,07/06/2026,Standard,Delivered,Gothenburg,SE,Turin,IT,Retail,19.77,80.42,EUR,3.0,4
ORD-101118,nordfrakt,2026-04-02 00:00:00,Standard,Delivered,Hamburg,DE, Copenhagen ,DK,Retail,22.48,70.55,EUR,2.0,4
ORD-103553,Vantage,2026-03-27 00:00:00,Express,Delivered,Hamburg,DE, Berlin ,DE,Industrial,43.85,188.77,EUR,2.0,2
ORD-102858,Nordfrakt,2026-04-02,Economy,Delivered,Gothenburg,SE,Berlin,DE,Industrial,27.15,58.6,EUR,3.0,7
ORD-102654,Meridian Expr,11/06/2026,Economy,Delivered,Rotterdam,NL,Helsinki,FI,E-Commerce,20.07,53.3,EUR,6.0,7
ORD-102796,KESTREL PARCEL,2026-06-22 00:00:00,Economy,Delivered,Rotterdam,NL,London,GB,Industrial,41.33,863.08,SEK,6.0,7
ORD-100712,Nordfrakt,04/04/2026,Standard,Delivered,Hamburg,DE,Cologne,DE,Retail,27.58,85.88,EUR,3.0,4
ORD-102784, Meridian Express,2026-07-14,Economy,Delivered,Milan,IT,Manchester,GB,Wholesale,29.45,57.19,EUR,6.0,7
ORD-102872,Vantage Freight,2026-05-25 00:00:00,Express,Delivered,Milan,IT,Manchester,GB,Wholesale,16.38,114.75,EUR,2.0,2
ORD-104608, Nordfrakt ,2026-06-22 00:00:00,Economy,Delivered,Gothenburg,SE,Gothenburg,SE,Wholesale,44.13,54.64,EUR,3.0,7
ORD-100243,Kestrel Parcels AB,2026-02-20,Economy,Delivered,Milan,IT,Brno,CZ,Wholesale,34.01,71.66,EUR,6.0,7
ORD-101997,baltica,28/08/2026,Express,Delayed,Gothenburg,SE, Prague ,CZ,E-Commerce,7.09,103.93,EUR,3.0,2
ORD-103194, Meridian Express,11/04/2026,Economy,Delivered,Rotterdam,NL,Stockholm,SE,Industrial,4.49,28.23,EUR,2.0,7
ORD-103400, Nordfrakt ,2026-05-21 00:00:00,Economy,Delivered,Gothenburg,SE,Bergen,NO,E-Commerce,18.83,44.15,EUR,4.0,7
ORD-103925,Baltica Logistics,"Jan 08, 2026",Standard,Delivered,Hamburg,DE,Valencia,ES,E-Commerce,20.67,87.83,USD,4.0,4
ORD-101440,vantage freight,04/05/2026,Standard,DELIVERED,Hamburg,DE,Tampere,FI,Retail,33.09,,EUR,4.0,4
